track_id,num_artists,artist_names,primary_artist,avg_artist_popularity,max_artist_popularity,min_artist_popularity,total_artist_followers,avg_artist_followers,max_artist_followers,artist_genres
29hVeHD64920MFf2oO6TFB,1,Lucky Luke,Lucky Luke,52.0,52,52,145588,145588.0,145588,slap house
4tELPC3XSTG4KXntjidNfZ,1,Tapps,Tapps,40.0,40,40,13432,13432.0,13432,"freestyle,disco,chicago house,hi-nrg,italo disco,italo dance"
2jukSXCni9myIF79PdgMZw,1,HOLYCHILD,HOLYCHILD,49.0,49,49,63903,63903.0,63903,
3HyMV2yCaI35Vy5Zddfe9H,1,Efrén Atienza,Efrén Atienza,1.0,1,1,410,410.0,410,"downtempo,organic house"
3kDNbgnKWe8rd7DL34tQwt,1,Gene Loves Jezebel,Gene Loves Jezebel,36.0,36,36,107590,107590.0,107590,"post-punk,deathrock,darkwave,gothic rock,new wave,synthpop"
4QEMi9FXOolfFFlLFUIolw,1,D-Block Europe,D-Block Europe,72.0,72,72,1783477,1783477.0,1783477,"uk drill,grime"
06wxsDleir1dIlqeNv6m2M,2,Olmos|Kyle Reynolds,Olmos,30.0,37,23,22121,11060.5,12917,
20s3FayrStM8GY0m4dRFsw,2,Eric B. & Rakim|Marley Marl,Eric B. & Rakim,44.5,50,39,797986,398993.0,731128,"old school hip hop,east coast hip hop,hip hop"
16VvTsMS2Uj0f4vnIILYu8,1,Tanya Montana Coe,Tanya Montana Coe,1.0,1,1,343,343.0,343,"americana,alt country"
36zqSzaPzQWZYDCNm1klgY,1,Alex G,Alex G,74.0,74,74,3517888,3517888.0,3517888,
0Tf9Mwk7DwysEajSNGa8n2,1,Ariana Grande,Ariana Grande,90.0,90,90,107199859,107199859.0,107199859,pop
3IdCZelObiTA5RJfQpmaRG,1,Ollie Wade,Ollie Wade,27.0,27,27,1879,1879.0,1879,
2vdBo4ALPYbHRUPKgtE5iC,1,Ariana Grande,Ariana Grande,90.0,90,90,107199859,107199859.0,107199859,pop
4pN4icvWINm9uN3bElfbec,2,Rauw Alejandro|Lary Over,Rauw Alejandro,75.5,88,63,36494759,18247379.5,30934687,"dembow,trap,latin,urbano latino,trap latino,reggaeton"
1eEcczoYRdCqV6uNwyuBi2,2,Party Favor|Georgia Ku,Party Favor,49.0,52,46,209576,104788.0,180400,edm trap
5h21AlYy4mgHfQp9jUAUGi,1,P$C,P$C,38.0,38,38,126132,126132.0,126132,southern hip hop
54rZW5jkApNTZ5FOqU10bU,2,ARMAN|Clavi,ARMAN,12.0,17,7,3476,1738.0,3313,tropical house
4LCYfudj0YePxgj0HbAnC9,1,Three 6 Mafia,Three 6 Mafia,63.0,63,63,1477283,1477283.0,1477283,"crunk,horrorcore,southern hip hop,gangster rap"
4UEuIEv9Wc3wtiWUplGJ7q,1,Bad Bunny,Bad Bunny,95.0,95,95,102018977,102018977.0,102018977,"latin,trap latino,urbano latino,reggaeton"
0wErDMQQMhwO1DTbE6kpkt,1,updog,updog,42.0,42,42,39443,39443.0,39443,
3KiexfmhxHvG5IgAElmTkd,1,The Beatles,The Beatles,82.0,82,82,30658114,30658114.0,30658114,"psychedelic rock,classic rock"
1UZxI3ng9Dk1HndwvahyxQ,1,Quinn Lewis,Quinn Lewis,27.0,27,27,31274,31274.0,31274,
2Ix5ordj9fc9QSurgrfZOu,1,Cole Bleu,Cole Bleu,9.0,9,9,2709,2709.0,2709,
3oWfGgTFdIT05HOEXfW9gu,1,Dirty Honkers,Dirty Honkers,21.0,21,21,15053,15053.0,15053,"electro swing,swing music,nu jazz"
66FltlEV09mPJYAyfYm8De,1,YNW Melly,YNW Melly,70.0,70,70,12705272,12705272.0,12705272,melodic rap
18uskcQGHADKwukSPngyYP,1,Kaspiyskiy Gruz,Kaspiyskiy Gruz,54.0,54,54,750151,750151.0,750151,
32Vm9SAaTKw2AHy2W1REP0,1,Big Bub,Big Bub,28.0,28,28,27503,27503.0,27503,"new jack swing,quiet storm"
2comgM8wcrT3UbA2DFk5UX,2,Issac Delgado|Gilberto Santa Rosa,Issac Delgado,54.0,67,41,3766860,1883430.0,3697612,"son cubano,merengue,timba,salsa"
0gnddNB2gbyN8VC7uqr6ns,1,ICEHOUSE,ICEHOUSE,52.0,52,52,396499,396499.0,396499,synthpop
4x67awdGDlWB3eIpQdkzqE,2,FSK SATELLITE|Guè,FSK SATELLITE,57.5,71,44,3265343,1632671.5,2973834,italian trap
4YaKdKVcrM6Gf5ZALtp0gI,3,Priceless|Frenna|Murda,Priceless,55.666666666666664,66,42,1872074,624024.6666666666,1197056,"turkish pop,turkish hip hop"
20VuO95A8RxUPlShnfYArW,1,Labi Siffre,Labi Siffre,58.0,58,58,309063,309063.0,309063,
5S7OgDkPpqVApvYR3pz75X,1,Threshold,Threshold,29.0,29,29,52722,52722.0,52722,"metal,progressive metal,progressive rock,power metal"
4IAd7Vdwcc1E86P15tXjca,2,Frank Walker|Astrid S,Frank Walker,55.5,62,49,1493095,746547.5,1379138,norwegian pop
7Az9kfq4JLD8auD1xoErrP,1,The Who,The Who,66.0,66,66,5816403,5816403.0,5816403,"rock,classic rock"
0hCB0YR03f6AmQaHbwWDe8,1,Led Zeppelin,Led Zeppelin,75.0,75,75,15937302,15937302.0,15937302,"rock,rock and roll,hard rock,classic rock"
7i9763l5SSfOnqZ35VOcfy,1,Twenty One Pilots,Twenty One Pilots,83.0,83,83,25736178,25736178.0,25736178,
4ojwGTehgBRAg52jbFgzJg,4,Mambo Kingz|DJ Luian|Luigi 21 Plus|Ozuna,Mambo Kingz,74.0,85,63,43835388,10958847.0,39298742,"trap latino,latin,reggaeton,urbano latino"
5Xn4IyTtW6FUGIUyWjbUHG,4,Jason Derulo|David Guetta|Nicki Minaj|Willy William,Jason Derulo,77.0,86,63,74113676,18528419.0,34264030,edm
0FeCO85RKW8fDRytwXof2x,1,Fleetwood Mac,Fleetwood Mac,83.0,83,83,13909816,13909816.0,13909816,"soft rock,yacht rock,classic rock"
1oYYd2gnWZYrt89EBXdFiO,1,The Police,The Police,76.0,76,76,7525055,7525055.0,7525055,
7sqnI7oQSdaA12yXYKmjZR,2,Nego do Borel|Matuê,Nego do Borel,65.5,76,55,16039926,8019963.0,13826739,"trap,funk pop,brazilian funk,trap funk,brazilian trap,brazilian hip hop"
7r6KRHz2HAjoaBQCtQJfzR,1,Whitesnake,Whitesnake,64.0,64,64,3320389,3320389.0,3320389,"glam metal,hard rock,glam rock"
0kmkzSABDGQp0YUMWEZhMJ,1,Portrait,Portrait,33.0,33,33,20739,20739.0,20739,"new jack swing,quiet storm"
3uiQZlSlSDRduWLFBTSEot,2,Dua Lipa|Kungs,Dua Lipa,75.0,84,66,47801357,23900678.5,46819814,pop
2LKlHBPHxLG5ArAXfF148n,2,N.E.R.D|Rihanna,N.E.R.D,73.5,89,58,69692606,34846303.0,68760653,
5sc7wXrjQWsg1H9LGI4RaG,2,Anthem Academy|Allie Crystal,Anthem Academy,15.0,20,10,1752,876.0,1068,"melodic bass,future bass"
5FmVPVmYN6lKxQpxWf4wIA,1,MATH,MATH,0.0,0,0,100,100.0,100,melbourne bounce
5WZlcp0VzfkcD5E8qAwPFD,2,David Guetta|Thailand,David Guetta,45.5,86,5,27102328,13551164.0,27100694,edm
2MJdgSby3DtSS7bUJx2cly,1,Offset,Offset,77.0,77,77,5585843,5585843.0,5585843,
6O1tLGD9D6TDW3Py6Gw4lX,1,Tony Thompson,Tony Thompson,21.0,21,21,15517,15517.0,15517,new jack swing
5zTzDqrEmseqL2G8ElgBu7,1,Avril Lavigne,Avril Lavigne,75.0,75,75,11979700,11979700.0,11979700,
4mEyUJn4hgJCz75UWv3YTz,2,mädmäx|Golden Ticket Tapes,mädmäx,37.5,39,36,19385,9692.5,16880,"lo-fi beats,jazz beats,lo-fi"
46HdsiK0uR26B2dY9QPzda,2,Prince Royce|Shakira,Prince Royce,79.0,84,74,48271812,24135906.0,39632137,"latin pop,latin,bachata"
32Te40UQyEMvCrVlw19d7q,1,CASIOPEA,CASIOPEA,52.0,52,52,390558,390558.0,390558,"jazz fusion,jazz,jazz funk,city pop"
585ulENUQU7VIopVRL3eks,1,Max Pezzali,Max Pezzali,58.0,58,58,956409,956409.0,956409,italian singer-songwriter
3QmesrvdbPjwf7i40nht1D,1,Foo Fighters,Foo Fighters,75.0,75,75,12920423,12920423.0,12920423,"alternative rock,post-grunge,rock,grunge"
37OjKpGDZngkru4ToHVz4V,2,Sobel|Lezter,Sobel,34.5,67,2,1384586,692293.0,1384029,
0BknVuf853LEmEzTEO3LY4,1,The Notorious B.I.G.,The Notorious B.I.G.,75.0,75,75,12709627,12709627.0,12709627,"old school hip hop,east coast hip hop,hip hop,gangster rap"
3ooAjhyOZ1xttGD0iq1GVO,1,Tha Dogg Pound,Tha Dogg Pound,50.0,50,50,728355,728355.0,728355,"west coast hip hop,old school hip hop,g-funk,gangster rap"
77UjLW8j5UAGAGVGhR5oUK,2,The Weeknd|Kendrick Lamar,The Weeknd,91.0,93,89,156789710,78394855.0,112404961,"west coast hip hop,hip hop"
6zeeWid2sgw4lap2jV61PZ,1,Khalid,Khalid,81.0,81,81,16917700,16917700.0,16917700,
2m4AKjV0OBfSft7YYh8y5x,1,Esperanza Spalding,Esperanza Spalding,45.0,45,45,426461,426461.0,426461,"jazz,vocal jazz"
77GqDUCd6ciLsbkBRMYsM8,1,Deborah Dworshipper,Deborah Dworshipper,2.0,2,2,56543,56543.0,56543,"christian pop,cedm"
6GPiKalxD23rJirHKJm00X,1,LeToya,LeToya,39.0,39,39,948373,948373.0,948373,
2yajAy8Va9VTk3yhF9B3ET,1,Pablo Alborán,Pablo Alborán,72.0,72,72,5533038,5533038.0,5533038,latin pop
6IXICze5FgtxDC4k8lXV1p,1,Blasterjaxx,Blasterjaxx,61.0,61,61,845680,845680.0,845680,"big room,edm"
1pYNSCvnguhc0VMPxWqEwV,1,Sotomayor,Sotomayor,31.0,31,31,55302,55302.0,55302,"electrocumbia,latin indie,latin alternative,mexican indie"
456VGUkWQopbY9ObfXnAvs,3,Blac Youngsta|Yo Gotti|Moneybagg Yo,Blac Youngsta,60.666666666666664,73,47,11249648,3749882.6666666665,5133028,southern hip hop
1ISiF8S1Yehu7OrSJU8Kct,1,Unaverage Gang,Unaverage Gang,49.0,49,49,118483,118483.0,118483,horrorcore
0QM6nU9Wr56ph2s8Dwl7uo,1,HAVEN,HAVEN,33.0,33,33,116728,116728.0,116728,
6p6jjE7ki1CxYCHKbCMh0s,1,Grant Terry,Grant Terry,25.0,25,25,2834,2834.0,2834,
3QLApyuGYQdSQZTmBXFaSt,1,Hector & Tito,Hector & Tito,60.0,60,60,1265431,1265431.0,1265431,reggaeton
1mDLznlo64yN2E2Tu8peI1,1,City Wolf,City Wolf,38.0,38,38,44225,44225.0,44225,
1yi8EOTpKeVK4cj5HS8DRp,1,Hozier,Hozier,81.0,81,81,9091679,9091679.0,9091679,
41TcraLQnuKmJuJ13nNwSd,2,Paul McCartney|Wings,Paul McCartney,65.5,69,62,6475558,3237779.0,5234355,
5NZl45YHi2MbHH4S6qiidq,1,Kasta,Kasta,42.0,42,42,144928,144928.0,144928,
0RHjhISKIx9SzyDDZQNk6v,1,Abel Pintos,Abel Pintos,65.0,65,65,3684601,3684601.0,3684601,"cuarteto,folklore argentino"
4lnVigld8DSkCx0RWXiuKd,2,Farruko|Don Omar,Farruko,82.0,82,82,33176875,16588437.5,16996633,"trap latino,urbano latino,reggaeton"
1mF0eXeNiMvn01cnkRH3WS,1,doVicente,doVicente,29.0,29,29,2665,2665.0,2665,stutter house
3QC33AxvY2sdxq22ym3aSL,2,Armin van Buuren|Sam Martin,Armin van Buuren,66.5,73,60,4581478,2290739.0,4526504,"electronica,progressive house,progressive trance,trance,edm"
7MPQNyAX02uIEQCRsC4sgc,2,Matuê|Predella,Matuê,60.5,76,45,13862560,6931280.0,13826739,"brazilian trap,trap funk,brazilian hip hop,trap"
5o9DZHMGopB2DoSSMTNzQR,1,Paul Johnson,Paul Johnson,42.0,42,42,39855,39855.0,39855,"chicago house,funky house,disco house"
0hNf6AeBtoQKTyCdEMj4In,2,Linas Music|Dwin,Linas Music,32.5,45,20,38231,19115.5,36337,slap house
5NrSSLgHeNpSLGWB2wLSCt,1,Kai Exos,Kai Exos,0.0,0,0,452,452.0,452,neo soul
58WNXhD8ZmIKaHct6kydTO,1,Tiziano Ferro,Tiziano Ferro,63.0,63,63,2216576,2216576.0,2216576,"italian singer-songwriter,italo dance"
1SlmnBIvGymszbbmeLYLvV,1,Armin van Buuren,Armin van Buuren,73.0,73,73,4526504,4526504.0,4526504,"electronica,progressive house,progressive trance,trance,edm"
0NiKOMbSMEJI20NmJlYy14,1,Jeanway,Jeanway,19.0,19,19,2344,2344.0,2344,future house
5OUTFH5acycdnf8OVo21Gv,1,Rex Orange County,Rex Orange County,74.0,74,74,6724758,6724758.0,6724758,bedroom pop
0aCI9tg8Pb9l1uoOPk9R8n,2,Miami Horror|Cleopold,Miami Horror,40.0,51,29,287460,143730.0,276310,"electroclash,nu disco,indie dance"
4JxXwBcVpVGDAnY4tKcAFH,1,L E O,L E O,0.0,0,0,284,284.0,284,
5ZZwWo5tBpa1IxEuASX5CL,1,AUDREY NUNA,AUDREY NUNA,86.0,86,86,491304,491304.0,491304,
3FEIHrvozka55YwndaE2zt,1,Dbstf,Dbstf,29.0,29,29,24976,24976.0,24976,"big room,edm"
1KamYvfe3xmvhmXicpkTsS,1,KreisEckBeats,KreisEckBeats,0.0,0,0,12,12.0,12,
73WVn9jXiLvjO0jq6x4hYX,2,Futuristic|Devvon Terrell,Futuristic,44.0,49,39,693259,346629.5,520645,
4XsH9zBWPOCdXoH9ZDdS8r,1,Curtis Mayfield,Curtis Mayfield,56.0,56,56,1178928,1178928.0,1178928,"classic soul,soul,funk,motown"
30SkJsH3SlT92BXfwdFJe2,2,Thomas Gold|Mimoza,Thomas Gold,41.5,45,38,167040,83520.0,160700,"big room,progressive house"
5gsW8TMmNVnevjq13h0Nlp,2,Jon Z|Enrique Iglesias,Jon Z,73.5,77,70,18997841,9498920.5,11904637,"dembow,trap,latin pop,latin,trap latino"
044qU7kwVZaDwzWnRsmVVL,1,The xx,The xx,63.0,63,63,3784837,3784837.0,3784837,
7smCjIc7MoUM4ay55LQrdu,1,Hannah Montana,Hannah Montana,62.0,62,62,4739971,4739971.0,4739971,
1DW4KWZRIwrMEPcfEdCmCn,3,Saito|Lester Nowhere|HM Surf,Saito,36.0,52,27,46191,15397.0,33204,"lo-fi hip hop,lo-fi beats,lo-fi"
7JlawqjLYtEVVN5SMtJHlU,1,Band&dos,Band&dos,38.0,38,38,11303,11303.0,11303,"afro house,tribal house,tech house,afro tech,latin house"
7aFfriQJAyHK6eC09YMQBK,1,CHVRCHES,CHVRCHES,60.0,60,60,1406483,1406483.0,1406483,synthpop
1ITJTMrS4cx8zdlI7DdSoo,2,HONNE|Tom Misch,HONNE,61.5,63,60,2960199,1480099.5,1606472,indie soul
3hhs1XHsWvbH0mP9D1BT2Z,1,YG,YG,71.0,71,71,3475022,3475022.0,3475022,hyphy
0aKNU0pxAon4dXwjY4GreO,2,Famba|Kyra Mastro,Famba,35.0,43,27,10661,5330.5,8722,tropical house
0szKeS5WTmnMzFIgJCQllo,1,Ringo Starr,Ringo Starr,47.0,47,47,1007402,1007402.0,1007402,
2wHJj7r73uyiMjayyaoJGk,1,Parade of Lights,Parade of Lights,32.0,32,32,33549,33549.0,33549,
7MpYTQdxdkrXv2jgXNViBj,2,ERIICE|Bells,ERIICE,30.0,58,2,12743,6371.5,12595,"afro house,tropical house,stutter house"
5rgnyXr2PXFWsAnPFew077,2,The Weeknd|Gesaffelstein,The Weeknd,81.0,93,69,113655268,56827634.0,112404961,
1VdIDMigQggDtUwjdt8Xvt,1,DVBBS,DVBBS,56.0,56,56,1057912,1057912.0,1057912,"big room,electronica,slap house,edm"
4rDSWpAyUne0R0ahxAVPl2,1,Ummet Ozcan,Ummet Ozcan,58.0,58,58,584659,584659.0,584659,"big room,edm"
1Evv1979G5y63oK9K2eot9,1,Chino & Nacho,Chino & Nacho,64.0,64,64,3146712,3146712.0,3146712,"latin,reggaeton,merengue"
2xt2piJx6jlFkjS77YiqpL,1,Audioslave,Audioslave,69.0,69,69,5129998,5129998.0,5129998,"alternative metal,post-grunge,grunge"
52yW8YAEwKcUZZVcflq3Fw,1,Michael Jackson,Michael Jackson,83.0,83,83,37253863,37253863.0,37253863,
6aJ1RcRk7QfGxRnaqL0syV,2,Jay Rock|Chris Brown,Jay Rock,78.0,87,69,29799084,14899542.0,28169451,r&b
19IyokUbppHwGcDJOAfHS6,3,Orion Paxx|Jae Mazor|Rippa da Kid,Orion Paxx,2.0,4,0,1914,638.0,1334,"funk melody,latin hip hop,freestyle,miami bass"
6zo4iy2sdLMWeDf2b7dpPg,2,Zuna|Miami Yacine,Zuna,56.5,58,55,1812046,906023.0,1030806,german hip hop
66PRDvzBHhbcdbc4T4mrZY,1,PXNDX,PXNDX,65.0,65,65,1709592,1709592.0,1709592,"latin rock,rock en español,mexican rock"
5wv2XK6ms7KBBVDD1cOwlx,1,Her's,Her's,63.0,63,63,1188965,1188965.0,1188965,indie
11BAVEGi1ivJ6JWLqKUNrZ,2,Matt Simons|Deepend,Matt Simons,59.5,61,58,298416,149208.0,236260,"tropical house,deep house"
4ZS2QVf0MLrO34LCDiiJ1T,1,Fat Pat,Fat Pat,43.0,43,43,292042,292042.0,292042,southern hip hop
4qv0hnIWqV1k1AksEY52RP,2,Moods|Yasper,Moods,44.5,46,43,61862,30931.0,51172,"lo-fi,lo-fi hip hop,lo-fi beats,indie soul,jazz beats"
0NrK4sqr5wcvgSIaYcxSID,2,Future|Tasha Catour,Future,52.0,88,16,22594304,11297152.0,22593389,rap
3Yx0ngO540ovQQz4x37zVl,1,Cali Life Style,Cali Life Style,49.0,49,49,184742,184742.0,184742,"mexican hip hop,g-funk"
6qdcVdo3mz4KUqEB5Vi9nn,2,Hard Rock Sofa|Skidka,Hard Rock Sofa,16.5,27,6,40445,20222.5,39823,"big room,electro house"
3JfkNCiXjHEVkbFfCQ417E,1,The Cardigans,The Cardigans,68.0,68,68,1657955,1657955.0,1657955,swedish pop
5WkyhmqrQT8iGq0Y5VMa4a,3,Lil Pump|Quavo|French Montana,Lil Pump,69.33333333333333,75,60,21447624,7149208.0,8053090,
4lerOTNr2tFWJCAmmhymhi,1,Luis Fonsi,Luis Fonsi,72.0,72,72,10968053,10968053.0,10968053,latin
3xmmKCqEPNloZT9myIx0Hn,2,Shaggy|OMI,Shaggy,67.5,72,63,3165534,1582767.0,2475640,reggae
6H4IrhaJFaoXrSuQQKfzpD,2,The Colourist|St. Lucia,The Colourist,38.5,43,34,295529,147764.5,245018,
3cwDSDzTiWr5H5xMQhQ6Mx,1,Rammstein,Rammstein,77.0,77,77,11768573,11768573.0,11768573,"metal,industrial rock,industrial metal,industrial"
7itr4N5bXkAWesPUomCNf7,1,Ted Nugent,Ted Nugent,51.0,51,51,1268432,1268432.0,1268432,"southern rock,classic rock"
7rQfpOyX6Tj1dpQ10toy4H,1,Th' Dudes,Th' Dudes,33.0,33,33,22021,22021.0,22021,
3RtPRKo0UgtDgEOr0u5jy3,2,Julian Calor|Quilla,Julian Calor,20.0,31,9,59577,29788.5,59452,"progressive trance,big room,trance,future bass"
02T6CSYiN1BwFVFGebLmkd,1,Rob Stepwart,Rob Stepwart,0.0,0,0,205,205.0,205,
5FDCDBFDKpf7TLzDx6r2Lp,3,Gucci Mane|Kodak Black|London On Da Track,Gucci Mane,66.66666666666667,78,47,18495121,6165040.333333333,12437667,"rap,southern hip hop,trap"
3HfB5hBU0dmBt8T0iCmH42,1,Radiohead,Radiohead,84.0,84,84,13711900,13711900.0,13711900,"art rock,alternative rock"
4bb2UdCvi9LynD4rWvE06T,5,Adam Hicks|Bridgit Mendler|Naomi Scott|Hayley Kiyoko|Blake Michael,Adam Hicks,52.0,58,40,3428313,685662.6,1644451,
07eET3PAzpSz5CLE4wGgN5,1,Myke Towers,Myke Towers,85.0,85,85,21792000,21792000.0,21792000,"trap latino,urbano latino,reggaeton"
2oVqzEcaXpUnxQv7dIAtKb,1,Ryan Cabrera,Ryan Cabrera,42.0,42,42,109981,109981.0,109981,
0dDifktDnbzmGwliFzI0Ld,1,Bell Biv DeVoe,Bell Biv DeVoe,59.0,59,59,1137200,1137200.0,1137200,new jack swing
2NQF9buClFG8eImtyKajAI,1,Teddy Chisi,Teddy Chisi,7.0,7,7,673,673.0,673,
1vO74sgANNL6FF380qz5zb,1,Soda Stereo,Soda Stereo,73.0,73,73,10059020,10059020.0,10059020,"rock en español,latin alternative,latin rock,argentine rock"
03ERbwKRWWdgPz60LOwrKy,1,Jenova Collective,Jenova Collective,11.0,11,11,2537,2537.0,2537,"electro swing,swing music"
6pxElwU80zhjbCC77Vn8EI,1,Tom Misch,Tom Misch,63.0,63,63,1353727,1353727.0,1353727,indie soul
2busyK7jKVJaZN4Q6gZqKw,1,Breaking Benjamin,Breaking Benjamin,71.0,71,71,5142010,5142010.0,5142010,"post-grunge,hard rock,alternative metal,rock"
7B8WqbL0M5XfaexaGuaSps,2,Dylan Wild|Quanny Chulo,Dylan Wild,31.0,42,20,8816,4408.0,6441,
6c74JALtmtDUlCbn9fUJYZ,1,MAMAMOO,MAMAMOO,56.0,56,56,7536939,7536939.0,7536939,k-pop
18YRKiIZO4qDEc5Ik0Cry6,3,Marshmello|Anne-Marie|R3HAB,Marshmello,74.0,79,69,49874076,16624692.0,34454387,"slap house,edm"
09iJxFlCK7k2IJYwflXZ2m,1,J Balvin,J Balvin,85.0,85,85,39040038,39040038.0,39040038,"latin,reggaeton"
3Ew1a7YR8c55e9ShskOZFO,1,Five Finger Death Punch,Five Finger Death Punch,71.0,71,71,6912042,6912042.0,6912042,"metal,heavy metal,hard rock,groove metal,rock"
0XtnjngdyPgVxb9qXBUeJh,2,Dabin|RUNN,Dabin,52.0,56,48,231593,115796.5,201705,"edm,chillstep,melodic bass,future bass"
0lwkTJnLBVWvEnxtku7Msy,2,Logic|Big Sean,Logic,72.0,74,70,17675908,8837954.0,11535132,
2LyrufB6lwhwHq0mT3Dihs,1,Mœnia,Mœnia,61.0,61,61,999108,999108.0,999108,"latin pop,rock en español,latin alternative"
2RJhl1DeqFFwHhyHVcoArh,1,Broken Baby,Broken Baby,3.0,3,3,1953,1953.0,1953,
7dFikRPQuLFz4PdCw4ZvCy,2,Major Lazer|Showtek,Major Lazer,66.0,72,60,6779401,3389700.5,6298857,"hardstyle,electronica,moombahton,big room,edm"
0ZGLuduCPjgWY1n85ykgMe,1,Aerosmith,Aerosmith,75.0,75,75,15996794,15996794.0,15996794,"rock,classic rock"
4gDtGK7uVjYaY7oh7dFbbv,3,Stephen Marley|Rick Ross|Ky-Mani Marley,Stephen Marley,64.33333333333333,76,58,8844738,2948246.0,7712429,"southern hip hop,ragga,reggae,roots reggae"
6m1w1Jyu8L6XNHNLCzC0OC,2,The Game|Jason Derulo,The Game,72.5,76,69,17642550,8821275.0,12454492,"west coast hip hop,hip hop,gangster rap"
5Qy87iCo8p1VnS1De8X2PG,1,Kaspiyskiy Gruz,Kaspiyskiy Gruz,54.0,54,54,750151,750151.0,750151,
4FIUGSvwYUNiacopdF94Cf,2,Rick Ross|Nicki Minaj,Rick Ross,79.5,83,76,41976459,20988229.5,34264030,southern hip hop
0cgRDeRDPNrfRifO8WHit8,1,EDEN,EDEN,58.0,58,58,1004883,1004883.0,1004883,
4qk35C5lGrStA7N8XiExHt,1,Coleman Hell,Coleman Hell,40.0,40,40,71107,71107.0,71107,
6I3WvkMMeP2nB40Mvvu0zo,1,Santa Cruz,Santa Cruz,32.0,32,32,39560,39560.0,39560,"glam metal,hard rock,finnish rock,glam rock"
0cIadtlc6acyPFeWcSJlDg,3,Simon Fava|Gregor Salto|Sérgio Mendes,Simon Fava,47.666666666666664,60,36,309360,103120.0,259878,"future house,samba,tribal house,brazilian jazz,latin house,bossa nova"
6pMrghgcX9N6lljolACfrE,1,Lil Rob,Lil Rob,50.0,50,50,508394,508394.0,508394,"latin hip hop,g-funk,mexican hip hop"
1ZDmAgGNPW3PgRnVOPJd3y,2,Red Band|Ester Rada,Red Band,38.5,39,38,82727,41363.5,50083,
7oK9VyNzrYvRFo7nQEYkWN,1,The Killers,The Killers,76.0,76,76,7985609,7985609.0,7985609,alternative rock
4Vjn6MWcGH6gN6waUAXnSE,3,MZ|Chich|Marlo,MZ,44.333333333333336,52,39,337406,112468.66666666667,326424,"french rap,pop urbaine"
3EludUFeAoJAwSixWGG5Wg,1,Luh Kel,Luh Kel,52.0,52,52,1172273,1172273.0,1172273,
195XLaBInYvnJMo4fzLNql,1,N1NT3ND0,N1NT3ND0,44.0,44,44,102807,102807.0,102807,
711gGx1GpUv9YW9KTSfJfH,1,Caribou,Caribou,53.0,53,53,721665,721665.0,721665,idm
2fY4RMsZUohBLEIH308TDT,1,YSY A,YSY A,69.0,69,69,3829981,3829981.0,3829981,"argentine trap,trap"
5bh0ZC4XO0VJuH0NPGkqlH,2,Jeezy|Kanye West,Jeezy,79.5,88,71,33517910,16758955.0,30952124,"crunk,rap,southern hip hop,gangster rap"
15YDVoPwMNTZOLGW7cT0gA,1,Joe Public,Joe Public,22.0,22,22,8088,8088.0,8088,new jack swing
6L9E5ONm7Mv8lraV53UR3X,1,Panama Wedding,Panama Wedding,29.0,29,29,50898,50898.0,50898,
1ju7EsSGvRybSNEsRvc7qY,1,Lynyrd Skynyrd,Lynyrd Skynyrd,72.0,72,72,5865192,5865192.0,5865192,"rock,southern rock,classic rock"
2q9cjGRCXwJcp3YchwAQQV,1,Elissa,Elissa,10.0,10,10,806,806.0,806,"funk melody,chicago house,freestyle,eurodance"
7ikfTIReZmOavdS6NUQMDy,1,Shannon Chapman,Shannon Chapman,1.0,1,1,344,344.0,344,"neo soul,acid jazz"
2MnAs40kO1izWTF63MW5uM,1,The Midnight,The Midnight,61.0,61,61,581322,581322.0,581322,"synthwave,synthpop,chillwave,vaporwave"
5Qnk8vP5g9l5SDQKU3qyYQ,2,Borgeous|Jordyn Jones,Borgeous,37.0,51,23,659043,329521.5,550659,"big room,edm"
3uJsg8xIH7OpWHxuJaMLJX,2,The Knocks|Foster The People,The Knocks,63.5,70,57,4274228,2137114.0,4021426,"nu disco,alternative dance"
3SUusuA9jH1v6PVwtYMbdv,1,The Strokes,The Strokes,74.0,74,74,6431326,6431326.0,6431326,"indie rock,alternative rock,garage rock"
4KMvfofdk7H9eMijiOWYag,1,Eli Way,Eli Way,20.0,20,20,5390,5390.0,5390,lo-fi beats
7ayzgdcaf5bFwVvArPWZXJ,1,Kyler Fisher,Kyler Fisher,19.0,19,19,16837,16837.0,16837,
5TKuvTO4jj4trnmMnqEpoJ,2,Branco|Gilli,Branco,58.0,63,53,425432,212716.0,335556,"dansk pop,dansk rap,dansktop"
2oZ8mwFb167Up0PE8b9Vu0,1,Jake Adkins,Jake Adkins,9.0,9,9,855,855.0,855,
7wwPEzbeJOR8oIkIIRcY7D,2,Kehele Keff|FLSHBNG,Kehele Keff,14.5,18,11,3174,1587.0,2178,hardstyle
3U9yv46nVSn3PkLsVcNIcA,2,JAY-Z|Kanye West,JAY-Z,85.0,88,82,41283522,20641761.0,30952124,"rap,east coast hip hop,hip hop"
2HHtWyy5CgaQbC7XSoOb0e,1,Survivor,Survivor,66.0,66,66,1397058,1397058.0,1397058,
7jwWgLyrVPuXuoKOJeTQVo,1,Breaking Beattz,Breaking Beattz,39.0,39,39,55191,55191.0,55191,"g-house,electronic,brazilian bass,tech house"
